Labrinth - Jealous-705,004,922-213,543
FIFTY FIFTY - Cupid-703,474,156-1,171,135
CNCO - ReggaetÃ³n Lento (Bailemos)-702,385,608-159,323
Green Day - Boulevard of Broken Dreams-701,803,133-685,683
The Notorious B.I.G. - Juicy-701,323,103-248,969
The Neighbourhood - Softcore-701,277,119-903,333
Felix Jaehn - Ain't Nobody (Loves Me Better)-701,091,767-179,256
Hippie Sabotage - Devil Eyes-700,397,429-349,489
Young Thug - The London-699,917,227-153,881
A$AP Ferg - Plain Jane-699,034,546-195,903
Paulo Londra - Tal Vez-698,968,827-428,879
My Chemical Romance - Welcome to the Black Parade-698,247,554-403,600
Foo Fighters - The Pretender-697,760,404-408,454
Alex & Sierra - Little Do You Know-697,692,974-205,619
James Arthur - Impossible-696,977,752-428,917
The Killers - Somebody Told Me-695,981,771-468,905
Lil Mosey - Noticed-695,343,774-207,280
Idina Menzel - Let It Go-694,813,113-308,367
Big Sean - Bounce Back-694,248,561-96,757
Luke Combs - When It Rains It Pours-693,507,084-504,980
Piso 21 - Te Vi-693,459,423-284,320
Taylor Swift - All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)-692,986,315-991,720
The Weeknd - Die For You-692,690,918-1,077,002
Ellie Goulding - Hate Me-692,540,551-335,934
Rihanna - Take A Bow-692,198,584-310,038
Andy Williams - It's the Most Wonderful Time of the Year-691,188,361-1,614,003
Britney Spears - Oops!...I Did It Again-691,185,451-411,321
Soft Cell - Tainted Love-690,867,807-594,018
Sleepy Hallow - 2055-690,805,172-549,968
Frank Ocean - Chanel-690,761,642-304,298
Elton John - Tiny Dancer-690,663,098-283,478
Common - The People-690,646,287-770,762
Timbaland - The Way I Are-690,646,287-770,762
Sean Kingston - Beautiful Girls-690,419,878-402,499
Jimin - Like Crazy-690,149,254-2,380,749
A Boogie Wit da Hoodie - Look Back at It-690,095,334-265,783
will.i.am - Scream & Shout-689,775,490-362,479
Travis Scott - STARGAZING-689,262,912-232,610
Iggy Azalea - Fancy-688,439,083-173,015
Drake - Fair Trade-688,297,004-711,527
Mustard - Pure Water-688,132,313-211,068
BeyoncÃ© - CUFF IT-687,936,454-587,725
Counting Crows - Mr. Jones-687,696,461-360,322
Flo Rida - GDFR-686,192,559-124,301
Drake - Rich Flex-685,774,368-804,566
dhruv - double take-685,648,781-678,579
Alan Walker - Alone-684,828,103-253,539
Disturbed - Down with the Sickness-684,565,223-372,519
Dalex - Pa MÃ­-684,218,155-149,022
James Arthur - Rewrite The Stars-683,945,246-897,608
The Proclaimers - I'm Gonna Be (500 Miles)-683,375,586-467,477
Drake - Chicago Freestyle-683,297,845-423,370
Kendrick Lamar - m.A.A.d city-682,865,957-254,930
The Outfield - Your Love-682,702,704-582,361
Maluma - 11 PM-682,168,855-217,650
Bruno Mars - It Will Rain-682,144,789-844,984
Katrina & The Waves - Walking On Sunshine-682,077,237-354,073
2Pac - Ambitionz Az A Ridah-681,701,773-316,756
Cyndi Lauper - Time After Time-681,573,132-474,856
Paramore - Still into You-679,069,715-489,380
MEDUZA - Paradise-678,996,445-240,315
DJ Khaled - POPSTAR-677,849,555-222,676
James Bay - Hold Back The River-677,618,551-276,536
Ed Sheeran - Supermarket Flowers-677,565,249-226,670
Reik - Me Niego-677,556,826-154,469
Lil Tjay - F.N-676,491,131-288,693
blackbear - idfc-676,304,966-149,066
Sublime - Santeria-676,170,806-355,303
Plan B - Es un Secreto-675,636,691-1,142,674
Selena Gomez - Good For You-675,239,613-130,232
M.I.A. - Paper Planes-674,850,154-319,120
TOTO - Hold the Line-674,251,144-565,279
Sub Urban - Cradles-674,247,424-271,451
Jason Derulo - Take You Dancing-673,934,907-283,221
Elton John - Don't Go Breaking My Heart-673,891,500-403,860
Olivia Rodrigo - All I Want-673,197,294-436,433
Eminem - Lucky You-673,136,266-189,484
50 Cent - P.I.M.P.-673,126,672-440,273
Sech - Otro Trago-672,934,357-115,566
Enrique Iglesias - SUBEME LA RADIO-672,329,055-140,221
Weezer - Island In The Sun-671,661,902-397,219
Becky G - Mayores-671,569,073-189,815
Young Thug - pick up the phone-671,179,193-208,681
Green Day - Wake Me up When September Ends-671,106,910-432,903
Seafret - Atlantis-670,890,253-828,947
Estelle - American Boy-670,856,281-373,528
Bad Bunny - La DifÃ­cil-670,681,635-265,469
Fort Minor - Remember the Name-670,575,198-248,265
Kanye West - I Love It (& Lil Pump)-670,377,206-169,635
Rixton - Me And My Broken Heart-670,015,871-314,204
Haddaway - What Is Love-669,735,992-440,572
Andy Williams - It's the Most Wonderful Time of the Year-669,682,595-135,002
StaySolidRocky - Party Girl-669,513,301-251,651
Bonnie Tyler - Total Eclipse of the Heart-669,038,791-456,134
Maroon 5 - Beautiful Mistakes-668,198,485-327,700
Led Zeppelin - Immigrant Song-668,060,225-412,985
ABBA - Gimme! Gimme! Gimme! (A Man After Midnight)-667,840,784-430,749
Julia Michaels - What A Time-667,769,727-399,985
Cheat Codes - Sex-666,517,717-51,520
Bad Bunny - Tarot-665,641,528-426,665
Russ - Losin Control-665,538,622-218,919
Joji - YEAH RIGHT-665,472,737-284,155
Coldplay - Magic-665,420,439-203,861
AJR - Weak-665,009,634-113,712
The Beatles - Come Together-664,782,587-342,881
Tainy - Adicto-664,678,549-234,082
DMX - X Gon' Give It To Ya-664,652,367-275,028
Don Omar - Dile-664,417,239-685,706
BTS - Life Goes On-664,235,714-277,669
Don McLean - American Pie-664,096,507-326,108
Jason Mraz - Lucky-663,896,943-292,658
Cheat Codes - No Promises-663,861,819-80,986
Katy Perry - Never Really Over-663,566,965-140,722
MGMT - Electric Feel-663,525,696-301,660
Bob Marley & The Wailers - Is This Love-663,498,908-298,911
Myke Towers - Bandido-661,456,123-188,226
Maluma - Borro Cassette-661,171,361-388,448
Three Days Grace - I Hate Everything About You-660,936,663-373,093
Maroon 5 - Cold-660,819,046-301,103
James Arthur - Can I Be Him-660,758,548-399,257
Avicii - Lonely Together-660,731,104-163,149
Mumford & Sons - Little Lion Man-660,588,056-375,267
Joel Adams - Please Don't Go-660,225,460-106,452
Justin Bieber - Friends-659,879,446-104,372
Shakira - Te Felicito-659,781,706-368,914
Romeo Santos - Propuesta Indecente-659,615,366-391,458
Bad Bunny - Party-659,537,489-326,159
Selena Gomez - Hands To Myself-659,462,208-173,955
Dalex - Hola-659,329,847-277,601
Camila Cabello - My Oh My-659,272,607-198,834
Alesso - Heroes (we could be)-658,523,024-198,580
Frank Ocean - Ivy-658,059,372-523,895
Harry Styles - Lights Up-657,576,832-126,258
Sixpence None The Richer - Kiss Me-657,166,608-522,768
Imagine Dragons - It's Time-656,735,880-268,018
Paloma Faith - Only Love Can Hurt Like This-656,702,848-568,109
Jimi Hendrix - All Along the Watchtower-656,636,537-252,965
Labrinth - Formula-656,557,472-873,739
BLACKPINK - DDU-DU DDU-DU-656,448,126-230,090
Jason Derulo - Talk Dirty-655,982,913-396,189
Chris Brown - Go Crazy-655,937,133-223,461
Manuel Turizo - Una Lady Como TÃº-655,779,657-256,138
Bee Gees - How Deep Is Your Love-655,442,758-408,614
JACKBOYS - OUT WEST-655,349,848-270,172
Machine Gun Kelly - Bad Things-655,342,254-152,828
John Mayer - New Light-655,297,288-222,142
Ashe - Moral of the Story-655,182,046-654,173
Future - WAIT FOR U-654,778,282-744,898
Drake - Knife Talk-654,410,192-480,522
Ed Sheeran - Dive-654,242,237-159,959
Travis Scott - Antidote-654,118,271-185,403
ATB - Your Love (9PM)-654,050,364-303,684
Carlos Vives - La Bicicleta-653,894,044-224,270
Khalid - 8TEEN-653,719,632-194,703
Pink Floyd - Wish You Were Here-653,237,638-339,089
Justin Bieber - Mistletoe-653,163,552-1,121,976
Scorpions - Wind Of Change-652,801,534-400,439
Sia - The Greatest-651,727,792-128,953
Patrick Watson - Je te laisserai des mots-651,419,334-915,275
Imagine Dragons - Warriors-650,714,683-284,138
Rihanna - Pon de Replay-650,342,063-379,023
Darius Rucker - Wagon Wheel-650,134,465-368,337
Queen - We Are The Champions-650,085,686-281,955
USHER - My Boo-649,790,512-429,195
Rae Sremmurd - This Could Be Us-649,761,639-358,563
John Newman - Love Me Again-649,674,614-384,225
Anuel AA - Amanece-649,535,407-643,465
Mora - Volando-649,422,075-303,819
Charlie Puth - How Long-649,381,193-229,900
Neil Diamond - Sweet Caroline-649,324,165-305,598
Bad Bunny - TE MUDASTE-648,033,851-424,130
The Rolling Stones - (I Can't Get No) Satisfaction-648,002,439-326,473
Kendrick Lamar - Bitch, Donât Kill My Vibe-647,548,536-343,387
Justin Bieber - Anyone-647,508,309-228,647
Otis Redding - (Sittin' On) the Dock of the Bay-647,335,876-504,037
Morgan Wallen - Last Night-647,260,729-1,268,418
Baby Keem - family ties-647,172,510-719,792
Don Toliver - After Party-647,044,997-253,540
Slipknot - Duality-646,572,827-431,204
Lil Dicky - Freaky Friday-646,346,073-95,330
fun. - Some Nights-646,337,626-193,664
RAYE - Escapism.-645,778,177-908,790
TINI - MiÃ©nteme-645,769,676-361,096
Calvin Harris - Giant-645,081,148-124,197
Taylor Swift - exile-644,920,895-654,408
Kodak Black - Roll in Peace-644,689,809-100,613
Bebe Rexha - I'm a Mess-644,654,640-147,279
The Cure - Friday I'm In Love-644,641,931-392,553
Guns N' Roses - Knockin' On Heaven's Door-644,507,792-366,020
Red Hot Chili Peppers - Dani California-644,224,753-500,206
PARTYNEXTDOOR - Break from Toronto-644,034,360-1,085,044
Chief Keef - Love Sosa-644,001,951-560,622
Mumford & Sons - I Will Wait-643,609,894-248,776
Anuel AA - Sola (Remix)-642,672,787-253,477
The Vamps - All Night-642,637,522-114,434
LMFAO - Party Rock Anthem-642,315,398-317,781
Juice WRLD - Legends-641,975,134-204,514
Marshmello - Here With Me-641,938,891-167,509
Nio Garcia - La Jeepeta-641,930,319-155,369
Machine Gun Kelly - my ex's best friend-641,797,889-203,349
Jhayco - CÃMO SE SIENTE-641,644,393-346,183
Panic! At The Disco - House of Memories-641,377,870-582,273
G-Eazy - No Limit-640,628,030-110,336
Justin Bieber - Beauty And A Beat-640,239,527-895,525
Fall Out Boy - Thnks fr th Mmrs-640,177,869-396,434
blink-182 - What's My Age Again?-640,080,019-387,076
SofÃ­a Reyes - 1, 2, 3-639,958,278-121,950
Lil Pump - Gucci Gang-639,517,101-48,984
Bad Bunny - Ignorantes-639,494,141-172,342
Kelly Clarkson - Because of You-639,430,925-269,183
Katy Perry - Teenage Dream-638,518,145-479,571
Coldplay - Hymn for the Weekend-638,013,520-72,472
2Pac - California Love-637,349,861-561,384
Frank Ocean - Nights-636,787,514-376,407
Sam Smith - Lay Me Down-636,636,937-104,620
Daddy Yankee - Dura-636,575,892-99,102
Clairo - Sofia-636,277,565-446,650
BTS - Permission to Dance-635,172,171-212,401
Tom Petty - Free Fallin'-635,060,603-367,003
Phil Collins - In the Air Tonight-635,002,121-331,314
No Doubt - Don't Speak-634,668,234-383,138
Kansas - Dust in the Wind-634,658,028-375,279
FRENSHIP - Capsize-634,369,577-76,722
Michael Jackson - Smooth Criminal-634,240,435-353,963
Zac Brown Band - Chicken Fried-634,011,021-337,382
Drake - Teenage Fever-633,580,906-530,003
Clean Bandit - I Miss You-633,529,713-99,246
Jason Derulo - Trumpets-633,367,667-95,780
The Police - Roxanne-633,256,348-524,044
U2 - I Still Haven't Found What I'm Looking For-633,144,080-377,608
Natalie Imbruglia - Torn-632,963,238-394,470
Migos - Stir Fry-632,945,411-267,502
Pinkfong - Baby Shark-632,735,224-405,019
Rich The Kid - Plug Walk-632,657,553-126,145
Kiiara - Gold-632,397,703-65,441
Whitney Houston - I Will Always Love You-632,100,462-314,748
Kesha - Die Young-631,674,516-326,112
Mac Miller - Self Care-631,656,913-364,861
Rise Against - Savior-631,577,909-359,514
Myke Towers - LALA-630,240,696-2,453,948
Jay Sean - Down-629,514,209-390,373
5 Seconds of Summer - She Looks So Perfect-629,381,007-373,509
DaBaby - Suge-629,254,719-108,050
Marshmello - Be Kind-629,102,512-184,708
BLACKPINK - Pink Venom-628,805,516-492,594
ArcÃ¡ngel - La Jumpa-628,385,575-539,757
Nirvana - Heart-Shaped Box-628,197,554-384,208
Lana Del Rey - Summertime Sadness (Lana Del Rey Vs. Cedric Gervais)-627,058,810-259,152
Rauw Alejandro - Fantasias-627,038,202-214,170
Playboi Carti - Shoota-626,910,985-318,459
Kelly Clarkson - Since U Been Gone-626,725,520-339,771
Sam Smith - Fire On Fire-626,333,914-366,428
BoyWithUke - Toxic-626,180,201-329,136
Lil Uzi Vert - Money Longer-625,918,394-182,637
Cage The Elephant - Ain't No Rest For The Wicked-625,880,351-315,587
Luke Combs - Hurricane-625,847,248-314,872
Enrique Iglesias - DUELE EL CORAZON-625,752,585-116,595
Lana Del Rey - Young And Beautiful [Lana Del Rey vs. Cedric Gervais]-625,336,514-253,852
Lil Tjay - F.N-624,709,072-
David Guetta - Flames-623,722,345-85,128
Chris Jedi - Ahora Dice-623,561,199-171,568
Far East Movement - Like A G6-623,523,409-284,707
Flipp Dinero - Leave Me Alone-623,475,403-165,478
Bruce Springsteen - Dancing In the Dark-623,381,996-407,869
Rex Orange County - Best Friend-623,036,819-228,074
Taylor Swift - We Are Never Ever Getting Back Together-622,920,988-270,625
X Ambassadors - Unsteady-622,625,065-202,398
Corinne Bailey Rae - Put Your Records On-621,857,946-370,667
Mac DeMarco - Chamber Of Reflection-621,790,629-569,752
zzoilo - Mon Amour-621,654,445-350,531
Martin Garrix - Summer Days-621,298,234-144,966
James TW - When You Love Someone-621,063,638-158,878
Jeremih - oui-620,566,346-266,427
Rascal Flatts - Life is a Highway-620,342,129-413,274
Lost Frequencies - Reality-620,137,354-357,282
Hailee Steinfeld - Love Myself-619,823,736-139,454
Little Mix - Secret Love Song-619,735,505-244,835
AC/DC - T.N.T.-619,484,915-306,251
Taylor Swift - The Man-619,057,994-812,319
Pink Sweat$ - At My Worst-618,712,391-285,557
Rihanna - Where Have You Been-618,608,236-359,768
Los Legendarios - Fiel-618,551,145-121,731
The Game - Hate It Or Love It-618,164,336-813,742
TiÃ«sto - Don't Be Shy-617,958,013-360,988
Lady Gaga - Telephone-617,635,360-398,827
Rae Sremmurd - Swang-617,476,509-211,087
Kodak Black - Tunnel Vision-616,318,711-102,787
Luis Miguel - Ahora Te Puedes Marchar-616,183,568-384,383
Fugees - Killing Me Softly With His Song-615,378,709-359,684
Blue Swede - Hooked On A Feeling-614,924,977-261,236
Sebastian Yatra - Traicionera-614,865,929-198,757
The Beatles - Let It Be-614,644,574-327,644
SZA - Snooze-614,621,238-1,970,017
Rita Ora - Your Song-613,957,985-99,807
Alan Walker - On My Way-613,678,736-273,597
Fleetwood Mac - Landslide-613,531,071-521,359
Selena Gomez - Same Old Love-613,336,222-190,123
Troye Sivan - YOUTH-613,316,924-200,523
Anitta - Downtown-612,887,640-169,532
James Arthur - Naked-612,243,798-223,931
Sia - Cheap Thrills-610,410,149-306,726
Black Eyed Peas - Pump It-609,942,009-417,440
Troye Sivan - Strawberries & Cigarettes-609,909,243-415,354
Ariana Grande - breathin-609,493,505-113,403
Ellie Goulding - Close To Me-609,382,173-92,114
Two Feet - Go Fuck Yourself-609,269,509-208,699
Green Day - Good Riddance (Time of Your Life)-609,165,386-408,253
Kendrick Lamar - Swimming Pools (Drank)-609,126,393-422,375
TV Girl - Lovers Rock-608,735,626-1,331,551
Dua Lipa - Love Again-608,717,337-319,948
grandson - Blood // Water-608,429,620-235,355
Zach Bryan - Something in the Orange-607,849,928-1,439,098
Doja Cat - Paint The Town Red-607,344,065-3,721,844
The Chainsmokers - Takeaway-606,957,238-135,559
P!nk - Raise Your Glass-606,814,915-365,312
Skillet - Monster-606,605,998-420,860
Beach Weather - Sex, Drugs, Etc.-606,241,051-947,923
Cardi B - Up-605,883,480-195,587
Soundgarden - Black Hole Sun-605,617,912-314,769
America - A Horse with No Name-605,415,166-551,432
Carlos Vives - Robarte Un Beso-605,115,353-229,590
5 Seconds of Summer - Teeth-604,447,423-356,196
Bad Bunny - Amorfoda-604,260,503-215,090
Lil Wayne - Love Me-603,724,466-746,872
Feid - Classy 101-603,115,823-1,614,500
Little Mix - Black Magic-602,961,878-187,409
Hailee Steinfeld - Most Girls-602,936,180-89,523
Eyedress - Jealous-602,833,428-916,115
Travis Scott - YOSEMITE-602,653,520-237,781
Labrinth - Still Don't Know My Name-602,372,123-363,077
Dua Lipa - Kiss and Make Up-601,882,715-175,256
Khalid - OTW-601,842,234-136,536
Rihanna - Disturbia-601,643,571-447,601
Extreme - More Than Words-601,113,777-301,800
Billie Eilish - all the good girls go to hell-601,106,133-177,005
Disclosure - You & Me-600,630,006-279,708
Kina - Can We Kiss Forever?-599,985,763-191,790
BeyoncÃ© - Single Ladies (Put a Ring on It)-599,982,251-293,442
Ozzy Osbourne - Crazy Train-599,887,540-334,916
Stromae - Alors on danse-599,832,229-359,053
Jax Jones - You Don't Know Me-599,272,705-100,340
BTS - DNA-599,119,207-168,515
Waka Flocka Flame - No Hands-599,101,913-321,270
Redbone - Come and Get Your Love-598,428,176-443,480
Gloria Gaynor - I Will Survive-598,428,176-443,480
The Chainsmokers - This Feeling-598,270,364-137,485
Kanye West - All Of The Lights-598,181,532-402,526
blackbear - do re mi-597,941,063-124,957
A$AP Rocky - Everyday-597,746,605-313,011
Halsey - Bad At Love-597,476,296-216,356
Adele - Water Under the Bridge-597,177,669-319,412
Bad Bunny - Sensualidad-597,128,542-135,742
Sam Fischer - This City-596,953,405-231,404
Sech - RelaciÃ³n-596,853,732-107,152
John Lennon - Imagine-596,727,454-298,062
R. Kelly - Ignition-596,451,041-114,226
Kelly Clarkson - Stronger (What Doesn't Kill You)-596,430,278-315,283
The Calling - Wherever You Will Go-596,323,745-338,399
Bon Iver - Skinny Love-595,994,148-238,853
BeyoncÃ© - Love On Top-595,447,265-251,106
Silk City - Electricity-595,299,872-119,562
Kendrick Lamar - Alright-595,174,705-482,081
Travie McCoy - Billionaire-595,125,437-372,146
The xx - Intro-595,058,320-291,672
Snakehips - All My Friends-594,893,986-113,291
The Cure - Boys Don't Cry-594,855,347-560,831
The Chainsmokers - Call You Mine-594,389,703-106,777
$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around-593,900,840-477,613
Lizzo - Good as Hell-593,792,267-195,192
Martin Garrix - There for You-593,748,235-74,812
R3HAB - All Around The World (La La La)-593,579,023-271,087
Kendrick Lamar - LOYALTY. FEAT. RIHANNA.-592,536,973-329,891
Dire Straits - Walk Of Life-592,363,175-383,281
Taylor Swift - Lavender Haze-592,197,490-800,457
Mora - LA INOCENTE-592,005,976-856,634
3 Doors Down - Here Without You-591,903,316-310,631
Kygo - Stay-591,844,983-58,533
One Direction - 18-591,750,904-439,797
Miley Cyrus - Midnight Sky-591,665,476-196,331
Maluma - HP-591,491,271-130,268
Bill Withers - Lovely Day-591,333,655-401,403
Taylor Swift - ...Ready For It?-591,314,422-727,046
Adele - Love In The Dark-591,171,460-876,251
DJ Khaled - No Brainer-590,516,772-66,306
Pitbull - Feel This Moment-590,437,750-409,651
Mitski - Washing Machine Heart-589,163,213-820,295
Tove Lo - Stay High-589,117,762-131,866
Bruno Mars - Count on Me-588,870,043-321,195
Tove Lo - Habits (Stay High)-588,735,273-116,878
T-Pain - Buy U a Drank (Shawty Snappin')-587,553,162-309,845
Rauw Alejandro - Tattoo-587,410,684-178,971
Naughty Boy - La La La-587,143,374-334,239
Culture Club - Karma Chameleon-587,139,282-336,758
Dua Lipa - Be the One-587,078,788-183,936
Ricky Martin - Vente Pa' Ca-586,779,347-127,172
Lou Bega - Mambo No. 5 (a Little Bit of...)-586,663,111-247,128
Lil Xan - Betrayed-586,638,152-91,260
Rae Sremmurd - Come Get Her-586,128,698-219,790
Meghan Trainor - Made You Look-585,680,585-657,047
Lil Baby - Freestyle-585,669,785-700,243
Anuel AA - Hasta Que Dios Diga-585,426,691-447,877
Kansas - Carry on Wayward Son-585,245,251-282,814
Taylor Swift - You Belong With Me-585,139,769-358,107
Train - Drive By-584,765,495-391,468
Flo Rida - Good Feeling-584,643,734-311,233
Ed Sheeran - Tenerife Sea-584,157,015-109,808
Frank Sinatra - Fly Me To The Moon (In Other Words)-584,023,293-290,126
Jason Derulo - Whatcha Say-583,888,624-427,867
Playboi Carti - Sky-583,646,845-626,533
Audioslave - Like A Stone-583,367,304-358,705
Thomas Rhett - Die A Happy Man-583,025,290-196,156
Migos - Slippery-582,818,028-89,933
OneRepublic - Rescue Me-582,775,405-205,755
Tropical Florida - Good Feeling-582,433,303-320,365
Boza - Hecha Pa' Mi-582,129,996-287,391
Years & Years - King-582,109,370-275,345
The Chainsmokers - All We Know-581,879,639-117,359
Soulja Boy - Kiss Me Thru The Phone-581,756,459-397,152
Lana Del Rey - Born To Die-581,750,832-456,381
Taylor Swift - Karma-581,351,443-1,308,519
Ne-Yo - Miss Independent-581,253,176-455,977
Wiz Khalifa - Black and Yellow-580,592,241-295,783
Anitta - Envolver-580,516,956-250,394
P!nk - Try-580,501,358-415,436
Zion & Lennox - Yo Voy-580,142,384-343,957
Post Malone - One Right Now-579,963,823-299,724
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up)-579,734,594-284,315
Los Enanitos Verdes - Lamento Boliviano-579,136,798-452,203
J. Cole - She Knows-578,893,824-281,619
Gera MX - Botella Tras Botella-578,412,513-333,413
Fitz and The Tantrums - Out of My League-578,343,885-457,627
Foo Fighters - Best of You-577,520,292-302,779
Miley Cyrus - The Climb-577,131,903-302,566
Tove Lo - Talking Body-576,710,549-173,197
Juice WRLD - Wasted-576,271,525-240,763
Cascada - Everytime We Touch-576,169,195-299,474
Alicia Keys - Girl on Fire-575,510,499-314,530
Kygo - Remind Me to Forget-575,271,390-113,165
Kid Cudi - Pursuit Of Happiness-575,191,159-171,358
Adele - All I Ask-575,102,172-361,041
David Guetta - Say My Name-575,087,522-145,713
Bad Bunny - WHERE SHE GOES-574,609,641-1,040,784
Maluma - CorazÃ³n-574,568,660-108,100
Alessia Cara - Here-574,364,637-219,933
Bring Me The Horizon - Can You Feel My Heart-574,295,851-349,891
Lynyrd Skynyrd - Free Bird-574,199,279-370,192
Kanye West - Black Skinhead-574,016,715-200,381
Dan + Shay - Tequila-573,894,647-163,456
Lana Del Rey - Doin' Time-573,763,249-550,197
Drake - Headlines-573,650,538-417,823
Shawn Mendes - Monster (Shawn Mendes & Justin Bieber)-573,613,563-181,059
One Direction - Little Things-573,579,282-194,051
Stealers Wheel - Stuck In The Middle With You-573,554,989-376,443
Johnny Cash - Hurt-573,483,813-185,397
Childish Gambino - This Is America-573,187,939-105,129
Stevie Wonder - Superstition-572,800,460-209,755
Post Malone - Take What You Want-572,739,753-225,518
Gente De Zona - La Gozadera-572,459,446-164,615
The Script - Superheroes-572,330,855-211,435
Ritt Momney - Put Your Records On-571,998,239-163,132
Migos - MotorSport-571,496,240-113,171
Zion & Lennox - La player (Bandolera)-571,241,989-150,546
PARTYNEXTDOOR - Come and See Me-571,228,657-196,249
Linkin Park - One Step Closer-570,828,221-471,626
J Balvin - Bonita-570,561,595-140,426
Taylor Swift - Love Story (Taylorâs Version)-570,252,193-1,167,268
David Guetta - Bad-570,193,307-147,521
Chase Atlantic - Swim-570,013,756-706,141
The Rolling Stones - Start Me Up-570,009,246-380,278
Eiffel 65 - Blue (Da Ba Dee)-569,968,327-240,286
Shawn Mendes - I Know What You Did Last Summer-569,956,694-195,860
Camilo - Tutu-569,906,842-117,491
Central Cee - Doja-569,778,429-554,163
50 Cent - 21 Questions-569,467,155-457,751
Natasha Bedingfield - Unwritten-569,419,651-319,780
BeyoncÃ© - Drunk in Love-569,382,561-164,860
Bacilos - Caraluna-569,331,045-640,266
ScHoolboy Q - Collard Greens-568,842,304-278,411
Yusuf / Cat Stevens - Wild World-568,683,087-336,598
Eagles - Take It Easy-568,442,774-401,079
Drake - Best I Ever Had-568,430,118-361,838
Baby Keem - ORANGE SODA-568,336,739-629,426
Burak Yeter - Tuesday-568,288,882-123,009
Billie Eilish - watch-567,783,739-463,338
Jay Rock - King's Dead-567,341,024-152,590
Chino & Nacho - Andas En Mi Cabeza-567,308,749-164,043
Muse - Uprising-567,203,344-266,492
Duke Dumont - Ocean Drive-567,167,207-252,114
Bazzi - I.F.L.Y.-567,126,813-135,928
Mac Miller - Weekend-567,064,171-396,133
Queen - I Want To Break Free-566,708,368-242,760
Kanye West - Famous-566,418,871-259,372
Metro Boomin - 10 Freaky Girls-566,364,578-321,461
Drake - Take Care-566,354,746-276,943
Sam Feldt - Post Malone-566,281,538-81,319
Olivia Rodrigo - vampire-565,835,396-2,514,684
The Beatles - Yesterday-565,741,751-374,541
XXXTENTACION - Arms Around You-565,651,074-98,979
KAROL G - Ay, DiOs MÃ­o!-565,367,541-181,255
CKay - love nwantiti-565,234,528-180,095
Gwen Stefani - Hollaback Girl-564,963,634-278,595
Louis Tomlinson - Back to You-564,818,667-74,570
Led Zeppelin - Whole Lotta Love-564,621,899-232,139
UB40 - Red Red Wine-564,489,971-246,677
Natanael Cano - AMG-564,465,998-591,686
The Killers - When You Were Young-564,409,365-325,871
OneRepublic - Secrets-564,250,564-305,355
JP Cooper - September Song-563,831,458-90,467
MGMT - Little Dark Age-563,648,604-417,443
Taylor Swift - Wildest Dreams (Taylor's Version)-563,386,535-1,281,181
Sebastian Yatra - Tacones Rojos-563,370,801-383,196
Hotel Ugly - Shut up My Moms Calling-563,285,771-1,312,943
Katy Perry - Unconditionally-563,023,752-419,083
BLACKPINK - Shut Down-562,927,050-514,574
Post Malone - Stay-562,752,467-181,748
Feid - Normal-562,751,816-839,017
Dexys Midnight Runners - Come On Eileen-562,738,300-270,761
Dolly Parton - Jolene-562,732,809-416,688
$uicideboy$ - Kill Yourself (Part III)-562,412,554-379,691
6ix9ine - BEBE-562,391,774-93,412
Joji - Sanctuary-562,169,484-335,859
Tory Lanez - The Color Violet-562,016,993-1,286,866
Nicky Jam - El Amante-561,987,842-80,783
Marc Anthony - Vivir Mi Vida-561,981,892-222,539
THE ANXIETY - Meet Me At Our Spot-561,583,027-245,879
Meghan Trainor - NO-561,566,766-277,573
Colbie Caillat - Bubbly-561,495,632-320,305
J Balvin - Rojo-561,476,595-167,916
Tom Walker - Leave a Light On-561,412,113-304,616
Paul Simon - You Can Call Me Al-561,400,734-229,902
The Kooks - Naive-561,377,715-291,963
Natalia Lafourcade - Hasta la RaÃ­z-561,360,837-453,212
Depeche Mode - Enjoy the Silence-560,867,704-404,067
Morgan Wallen - Wasted On You-560,857,407-764,611
MÃ¶tley CrÃ¼e - Kickstart My Heart-560,737,735-324,036
Marc SeguÃ­ - Tiroteo-559,993,471-459,540
ArcÃ¡ngel - Sigues Con El-559,927,034-120,037
Lorde - Green Light-559,894,326-162,944
Alan Walker - Darkside-559,777,961-187,235
Rae Sremmurd - No Type-559,450,959-132,221
P!nk - So What-559,435,027-302,796
Bazzi - Paradise-559,218,001-141,714
Stevie Wonder - Signed, Sealed, Delivered (I'm Yours)-559,211,351-311,674
Oliver Tree - Miss You-558,901,705-419,291
Olivia Rodrigo - brutal-558,746,816-360,470
Famous Dex - PICK IT UP-558,697,900-110,287
Harry Styles - Sweet Creature-558,367,593-196,645
Billie Eilish - No Time To Die-557,455,832-253,562
J Balvin - No Es Justo-557,246,303-110,477
Chris Brown - Ayo-556,721,396-143,307
Yot Club - YKWIM?-556,684,734-619,775
Paulo Londra - Nena MaldiciÃ³n-556,609,076-473,034
JENNIE - SOLO-556,536,333-340,388
Becky G - Cuando Te BesÃ©-556,133,472-192,709
Drake - Portland-555,936,245-143,722
Mike Posner - Cooler Than Me-555,915,885-329,997
Cardi B - Money-555,818,291-125,962
Auli'i Cravalho - How Far I'll Go-555,598,113-255,108
